user_id,is_gone
4,0.0
6,0.0
10,0.0
12,0.051331354339394064
13,0.6753360424066134
15,0.20282965339942216
19,0.0
21,0.2584164242123814
23,0.0
35,0.1876283853643503
40,0.0
45,0.21282506088650507
55,0.24292772608538318
58,0.4027551837825486
62,0.11024210602948863
72,0.0
74,0.22494914122155887
81,0.07291845782240389
84,0.0
92,0.0
93,0.0
98,0.0
102,0.8422534358552298
105,0.12895431903585974
107,0.0
112,0.14605791910384494
113,0.2608761477062041
119,0.39101162793868754
124,0.3053700762797994
140,0.5273498311921092
141,0.11156728208319013
143,0.0
150,0.13389804813005232
159,0.0
162,0.1213857095095008
164,0.03913668098164049
165,0.0
167,0.08506923056042814
174,0.0
177,0.31532841191517325
180,0.0
185,0.0
186,0.5247707140443724
195,0.36135937365942705
198,0.5127043719195837
200,0.4252057396000542
204,0.36210494620250844
205,0.0
207,0.19032710640916992
208,0.9575017033118027
212,0.16356709002273803
213,0.0
217,0.0
218,0.0
234,0.0
235,0.1381873447631811
236,0.0
237,0.0
242,0.03944518692698042
248,0.5327090158381231
253,0.4452154395666428
260,0.09947710428557187
261,0.1615154540217622
269,0.0
271,0.0989952322635101
273,0.0
276,0.0
283,0.0
289,0.0
298,0.16707375747969755
303,0.4253326426300012
306,0.0
308,0.0
317,0.0
318,0.0
319,0.0
320,0.0
324,0.09614866808262156
328,0.11882978987576562
331,0.0913991327239921
335,0.050039557848129516
341,0.3267758957221637
346,0.0
348,0.0
349,0.0
351,0.0
355,0.019396149057082868
363,0.1907043577248281
366,0.0
367,0.03519309715319644
373,0.08484635726518298
375,0.0
382,0.0
388,0.0
389,0.0
391,0.5633235286570019
400,0.0
406,0.0
409,0.6192551005548174
411,0.13429207459966994
414,0.0
417,0.037621626532357164
419,0.0
421,0.0
423,0.0
424,0.06982171749556576
425,0.0
430,0.3645386457089946
448,0.015713241878452563
460,0.1275971095184826
462,0.0
465,0.10114236891404581
467,0.47799972178588873
474,0.23680147906286902
476,0.0
483,0.0
485,0.0
486,0.3100535047614434
487,0.0
498,0.5104760343873547
503,0.0
504,0.0
511,0.0
516,0.0
522,0.0
530,0.5432397699347054
534,0.0
543,0.0
554,0.0
557,0.09943312990968053
561,0.2124026023400041
565,0.38338514503408466
567,0.08559385041752048
570,0.07692712647019644
574,0.1317125639159124
575,0.0010383723381825849
578,0.35135531278460297
579,0.0
583,0.0
586,0.3201519428819216
593,0.12964779727937262
